subject,proficiency,word_type,word,acc,rt,version,data
subject_16,high,pseudoword,flicket,1,247.58334331420707,2023.2.3,20251002
subject_16,high,true_word,cloud,1,199.07677962325627,2023.2.3,20251002
subject_16,high,non_word,xkrskm,0,357.2973062586353,2023.2.3,20251002
subject_16,high,true_word,table,1,173.54803442325175,2023.2.3,20251002
subject_16,high,pseudoword,sprentle,1,276.2806388277232,2023.2.3,20251002
subject_16,high,pseudoword,tremion,1,276.2991298134904,2023.2.3,20251002
subject_16,high,pseudoword,clembid,1,261.1753271439486,2023.2.3,20251002
subject_16,high,true_word,music,1,195.029825867881,2023.2.3,20251002
subject_16,high,true_word,river,1,171.4306268912434,2023.2.3,20251002
subject_16,high,pseudoword,stroof,0,260.21088276721645,2023.2.3,20251002
subject_16,high,pseudoword,noment,1,262.85566972526203,2023.2.3,20251002
subject_16,high,pseudoword,clembid,1,262.78631382951033,2023.2.3,20251002
subject_16,high,true_word,apple,1,182.0555950749962,2023.2.3,20251002
subject_16,high,pseudoword,drangle,1,279.0196611427046,2023.2.3,20251002
subject_16,high,true_word,bread,1,189.42860534281232,2023.2.3,20251002
subject_16,high,non_word,qhxfs,1,344.93538184885455,2023.2.3,20251002
subject_16,high,true_word,chair,0,194.67462320910516,2023.2.3,20251002
subject_16,high,non_word,pxzb,1,349.6584523348205,2023.2.3,20251002
subject_16,high,true_word,music,1,165.17398416874818,2023.2.3,20251002
subject_16,high,non_word,xtfbf,1,341.32143646460224,2023.2.3,20251002
subject_16,high,true_word,house,0,196.06038661053918,2023.2.3,20251002
subject_16,high,true_word,smile,1,175.49005899191167,2023.2.3,20251002
subject_16,high,pseudoword,plenimate,1,247.20982893078838,2023.2.3,20251002
subject_16,high,pseudoword,sprentle,1,273.35482595598916,2023.2.3,20251002
subject_16,high,non_word,qrn,1,324.3456355761146,2023.2.3,20251002
subject_16,high,non_word,txp,1,325.93692710431276,2023.2.3,20251002
subject_16,high,non_word,xtfbf,1,358.68841057290206,2023.2.3,20251002
subject_17,low,non_word,tdytt,1,585.6862134783822,2023.2.3,20251002
subject_17,low,pseudoword,glorp,1,498.1500043229352,2023.2.3,20251002
subject_17,low,non_word,qhxfs,0,589.6375073277111,2023.2.3,20251002
subject_17,low,pseudoword,noment,1,483.7275505633059,2023.2.3,20251002
subject_17,low,non_word,txp,0,566.9016824901622,2023.2.3,20251002
subject_17,low,non_word,krsf,1,580.8574822944183,2023.2.3,20251002
subject_17,low,pseudoword,noment,1,507.02965806368616,2023.2.3,20251002
subject_17,low,non_word,xtfbf,1,579.0121590500031,2023.2.3,20251002
subject_17,low,true_word,cloud,1,431.16831828354003,2023.2.3,20251002
subject_17,low,true_word,house,1,434.64674705930065,2023.2.3,20251002
subject_17,low,non_word,xzjhx,1,572.9800704553624,2023.2.3,20251002
subject_17,low,true_word,smile,1,420.35268183638976,2023.2.3,20251002
subject_17,low,true_word,table,1,410.1472484857247,2023.2.3,20251002
subject_17,low,true_word,plant,1,416.1429267785411,2023.2.3,20251002
subject_17,low,true_word,apple,1,432.70496453634956,2023.2.3,20251002
subject_17,low,true_word,apple,1,409.49674363107283,2023.2.3,20251002
subject_17,low,pseudoword,flicket,1,507.8186770583449,2023.2.3,20251002
subject_17,low,pseudoword,clembid,1,489.29690819327504,2023.2.3,20251002
subject_17,low,non_word,xkrskm,1,580.1413241830081,2023.2.3,20251002
subject_17,low,non_word,qrn,1,585.4080515981244,2023.2.3,20251002
subject_17,low,true_word,music,1,437.06037247736566,2023.2.3,20251002
subject_17,low,true_word,smile,1,410.8610894252775,2023.2.3,20251002
subject_17,low,pseudoword,sprentle,1,509.83113546213144,2023.2.3,20251002
subject_17,low,true_word,house,1,421.481508243085,2023.2.3,20251002
subject_17,low,non_word,pxzb,1,594.8189057124714,2023.2.3,20251002
subject_17,low,pseudoword,stroof,1,499.6706476959958,2023.2.3,20251002
subject_17,low,pseudoword,drangle,1,506.73948903776267,2023.2.3,20251002
subject_17,low,pseudoword,drangle,1,508.5716904578093,2023.2.3,20251002
subject_17,low,true_word,chair,1,411.1903977747092,2023.2.3,20251002
subject_17,low,pseudoword,stroof,1,512.1845074866603,2023.2.3,20251002
subject_17,low,pseudoword,tremion,1,513.310297456014,2023.2.3,20251002
subject_17,low,non_word,xzjhx,1,570.4558529985574,2023.2.3,20251002
subject_17,low,pseudoword,clembid,1,503.6014508515471,2023.2.3,20251002
subject_17,low,non_word,txp,1,568.4398331874346,2023.2.3,20251002
subject_17,low,non_word,xtfbf,1,596.3609238147897,2023.2.3,20251002
subject_17,low,non_word,krsf,1,597.3309369547169,2023.2.3,20251002
subject_17,low,non_word,zmdd,1,585.5535318782529,2023.2.3,20251002
subject_17,low,pseudoword,squank,1,486.73794933475307,2023.2.3,20251002
subject_17,low,true_word,river,1,431.31503144889854,2023.2.3,20251002
subject_17,low,pseudoword,tremion,0,485.10119542991174,2023.2.3,20251002
subject_17,low,true_word,cloud,1,439.57798059890996,2023.2.3,20251002
subject_17,low,true_word,music,1,414.6171053839366,2023.2.3,20251002
subject_17,low,true_word,chair,1,401.3670801516368,2023.2.3,20251002
subject_17,low,pseudoword,flicket,1,513.8382607711877,2023.2.3,20251002
subject_17,low,true_word,bread,1,419.7073116859467,2023.2.3,20251002
subject_17,low,true_word,plant,0,409.5136271474021,2023.2.3,20251002
subject_17,low,true_word,river,1,425.0205278909135,2023.2.3,20251002
subject_17,low,non_word,pxzb,1,588.5991375877365,2023.2.3,20251002
subject_17,low,pseudoword,plenimate,1,519.7547442913151,2023.2.3,20251002
subject_17,low,pseudoword,plenimate,1,485.66550790376266,2023.2.3,20251002
subject_17,low,true_word,bread,1,418.99844435369897,2023.2.3,20251002
subject_17,low,pseudoword,squank,1,517.908772117654,2023.2.3,20251002
subject_17,low,true_word,table,1,430.5470773153035,2023.2.3,20251002
subject_17,low,non_word,qrn,1,577.1776861873647,2023.2.3,20251002
subject_17,low,non_word,qhxfs,1,566.3803156439219,2023.2.3,20251002
subject_17,low,pseudoword,glorp,1,497.2530249035741,2023.2.3,20251002
subject_17,low,non_word,xkrskm,1,579.322360690305,2023.2.3,20251002
subject_17,low,pseudoword,sprentle,1,480.30455250956373,2023.2.3,20251002
subject_17,low,non_word,zmdd,1,577.1436022702171,2023.2.3,20251002
subject_17,low,non_word,tdytt,0,598.8377224551969,2023.2.3,20251002
subject_18,high,non_word,qhxfs,1,329.06113578582733,2023.2.3,20251002
subject_18,high,true_word,plant,1,184.12701663333812,2023.2.3,20251002
subject_18,high,true_word,table,0,187.0642824426051,2023.2.3,20251002
subject_18,high,pseudoword,noment,1,270.0012632577803,2023.2.3,20251002
subject_18,high,pseudoword,sprentle,1,277.56602950862697,2023.2.3,20251002
subject_18,high,pseudoword,plenimate,1,267.076476429046,2023.2.3,20251002
subject_18,high,pseudoword,tremion,1,242.35590016128512,2023.2.3,20251002
subject_18,high,non_word,xtfbf,1,359.7676849234598,2023.2.3,20251002
subject_18,high,true_word,river,1,186.73312005683823,2023.2.3,20251002
subject_18,high,true_word,music,1,183.3040849593049,2023.2.3,20251002
subject_18,high,pseudoword,glorp,1,243.13794639912757,2023.2.3,20251002
subject_18,high,non_word,zmdd,1,329.5248587558914,2023.2.3,20251002
subject_18,high,pseudoword,plenimate,1,249.71619463007275,2023.2.3,20251002
subject_18,high,true_word,plant,1,192.76088332275515,2023.2.3,20251002
subject_18,high,true_word,smile,0,187.73166919490905,2023.2.3,20251002
subject_18,high,non_word,xtfbf,1,327.66785575679137,2023.2.3,20251002
subject_18,high,true_word,music,1,198.78974857458016,2023.2.3,20251002
subject_18,high,non_word,xzjhx,1,350.6868120674548,2023.2.3,20251002
subject_18,high,non_word,qrn,1,322.2349003792578,2023.2.3,20251002
subject_18,high,non_word,pxzb,1,324.40311915687016,2023.2.3,20251002
subject_18,high,pseudoword,squank,1,275.17543536988427,2023.2.3,20251002
subject_18,high,true_word,chair,1,188.9325826360309,2023.2.3,20251002
subject_18,high,pseudoword,tremion,1,246.0194720400232,2023.2.3,20251002
subject_18,high,true_word,apple,1,173.54781589037444,2023.2.3,20251002
subject_18,high,non_word,zmdd,1,328.98792575599106,2023.2.3,20251002
subject_18,high,non_word,txp,1,333.23331134706655,2023.2.3,20251002
subject_18,high,non_word,krsf,1,344.6530253406196,2023.2.3,20251002
subject_18,high,true_word,river,1,191.5625767340689,2023.2.3,20251002
subject_18,high,true_word,house,1,161.6913229333714,2023.2.3,20251002
subject_18,high,true_word,bread,1,169.65083869759445,2023.2.3,20251002
subject_18,high,non_word,tdytt,1,322.8985543157954,2023.2.3,20251002
subject_18,high,pseudoword,glorp,0,241.08605402333788,2023.2.3,20251002
subject_18,high,pseudoword,squank,1,249.2362920489114,2023.2.3,20251002
subject_18,high,pseudoword,noment,1,261.78145924264714,2023.2.3,20251002
subject_18,high,true_word,smile,1,175.5651344717704,2023.2.3,20251002
subject_18,high,non_word,xzjhx,1,353.49541163545626,2023.2.3,20251002
subject_18,high,non_word,qrn,1,347.6562555908506,2023.2.3,20251002
subject_18,high,true_word,cloud,1,182.85819694599112,2023.2.3,20251002
subject_18,high,pseudoword,stroof,1,244.25226220188657,2023.2.3,20251002
subject_18,high,pseudoword,drangle,1,258.5026390909896,2023.2.3,20251002
subject_18,high,true_word,apple,1,196.66921938428857,2023.2.3,20251002
subject_18,high,true_word,cloud,1,171.52152246818216,2023.2.3,20251002
subject_18,high,true_word,bread,1,194.6683681901961,2023.2.3,20251002
subject_18,high,pseudoword,clembid,1,277.0138282991637,2023.2.3,20251002
subject_18,high,non_word,qhxfs,1,349.39927707638583,2023.2.3,20251002
subject_18,high,non_word,xkrskm,1,329.8495354448109,2023.2.3,20251002
subject_18,high,non_word,krsf,1,331.01379063769275,2023.2.3,20251002
subject_18,high,non_word,pxzb,1,334.54658179079047,2023.2.3,20251002
subject_18,high,non_word,txp,1,336.85100417297855,2023.2.3,20251002
subject_18,high,pseudoword,clembid,0,250.78010282129412,2023.2.3,20251002
subject_18,high,true_word,house,1,179.18105744034182,2023.2.3,20251002
subject_18,high,non_word,xkrskm,0,346.7039083995861,2023.2.3,20251002
subject_18,high,pseudoword,flicket,0,257.9692579607147,2023.2.3,20251002
subject_18,high,true_word,table,1,171.75782108985877,2023.2.3,20251002
subject_18,high,non_word,tdytt,1,336.4143621264298,2023.2.3,20251002
subject_18,high,pseudoword,drangle,1,251.8629701926151,2023.2.3,20251002
subject_18,high,pseudoword,flicket,0,268.01681086531846,2023.2.3,20251002
subject_18,high,pseudoword,stroof,1,262.68416628187293,2023.2.3,20251002
subject_18,high,pseudoword,sprentle,1,274.62927190047725,2023.2.3,20251002
subject_18,high,true_word,chair,1,190.70968489322377,2023.2.3,20251002
subject_19,low,true_word,house,0,405.9343920931974,2023.2.3,20251002
subject_19,low,non_word,xtfbf,1,592.8526463593803,2023.2.3,20251002
subject_19,low,true_word,music,1,415.45187455125597,2023.2.3,20251002
subject_19,low,non_word,krsf,1,578.0942287953702,2023.2.3,20251002
subject_19,low,pseudoword,noment,1,485.09993272241206,2023.2.3,20251002
subject_19,low,true_word,cloud,1,427.1707705462874,2023.2.3,20251002
subject_19,low,non_word,krsf,1,582.6828707354335,2023.2.3,20251002
subject_19,low,non_word,qhxfs,1,598.8698147032921,2023.2.3,20251002
subject_19,low,pseudoword,drangle,1,519.7714992309328,2023.2.3,20251002
subject_19,low,true_word,table,1,436.90228364361764,2023.2.3,20251002
subject_19,low,true_word,plant,1,420.5872183848093,2023.2.3,20251002
subject_19,low,true_word,house,1,400.5434011329159,2023.2.3,20251002
subject_19,low,pseudoword,squank,1,519.8142877649835,2023.2.3,20251002
subject_19,low,true_word,chair,0,439.2810262934437,2023.2.3,20251002
subject_19,low,pseudoword,tremion,1,512.526749618849,2023.2.3,20251002
subject_19,low,pseudoword,plenimate,0,509.3194459535573,2023.2.3,20251002
subject_19,low,non_word,qhxfs,1,586.3897239453623,2023.2.3,20251002
subject_19,low,non_word,zmdd,1,560.9316058799711,2023.2.3,20251002
subject_19,low,non_word,zmdd,1,568.8018782259059,2023.2.3,20251002
subject_19,low,non_word,qrn,1,587.5242111258666,2023.2.3,20251002
subject_19,low,non_word,xzjhx,1,589.6102639305335,2023.2.3,20251002
subject_19,low,true_word,river,1,407.1172599494772,2023.2.3,20251002
subject_19,low,non_word,xtfbf,1,578.5860122804372,2023.2.3,20251002
subject_19,low,non_word,pxzb,1,570.7165063845739,2023.2.3,20251002
subject_19,low,pseudoword,sprentle,1,489.12040430507017,2023.2.3,20251002
subject_19,low,pseudoword,sprentle,1,506.44037281379667,2023.2.3,20251002
subject_19,low,non_word,txp,1,562.0223177784121,2023.2.3,20251002
subject_19,low,non_word,pxzb,1,565.9408896390768,2023.2.3,20251002
subject_19,low,pseudoword,clembid,1,509.51584410170125,2023.2.3,20251002
subject_19,low,pseudoword,plenimate,0,506.559746947702,2023.2.3,20251002
subject_19,low,non_word,xkrskm,1,584.3747600337073,2023.2.3,20251002
subject_19,low,true_word,smile,1,431.94821373011735,2023.2.3,20251002
subject_19,low,pseudoword,tremion,1,505.18347875133037,2023.2.3,20251002
subject_19,low,true_word,music,1,404.88735855631177,2023.2.3,20251002
subject_19,low,true_word,cloud,1,420.4693697029593,2023.2.3,20251002
subject_19,low,true_word,bread,0,418.5607984667986,2023.2.3,20251002
subject_19,low,pseudoword,squank,1,503.19948794939324,2023.2.3,20251002
subject_19,low,pseudoword,noment,1,503.29448393344546,2023.2.3,20251002
subject_19,low,non_word,tdytt,1,599.9864289904801,2023.2.3,20251002
subject_19,low,pseudoword,drangle,1,502.63909035195206,2023.2.3,20251002
subject_19,low,pseudoword,stroof,1,519.2832444259345,2023.2.3,20251002
subject_19,low,non_word,qrn,1,561.1769449394259,2023.2.3,20251002
subject_19,low,true_word,river,1,421.19355079241,2023.2.3,20251002
subject_19,low,non_word,txp,1,592.8831834452747,2023.2.3,20251002
subject_19,low,true_word,table,1,424.6906177531493,2023.2.3,20251002
subject_19,low,non_word,xzjhx,1,594.8962341059517,2023.2.3,20251002
subject_19,low,pseudoword,flicket,1,502.9391529027749,2023.2.3,20251002
subject_19,low,true_word,apple,1,439.5597788554888,2023.2.3,20251002
subject_19,low,non_word,tdytt,1,577.8845233240595,2023.2.3,20251002
subject_19,low,pseudoword,stroof,1,513.7365655996133,2023.2.3,20251002
subject_19,low,non_word,xkrskm,1,563.4547294306013,2023.2.3,20251002
subject_19,low,pseudoword,flicket,1,509.78915813902614,2023.2.3,20251002
subject_19,low,pseudoword,glorp,1,504.6822213760795,2023.2.3,20251002
subject_19,low,true_word,apple,1,422.1599153832461,2023.2.3,20251002
subject_19,low,pseudoword,glorp,1,511.02490634150166,2023.2.3,20251002
subject_19,low,true_word,bread,1,404.17479908782497,2023.2.3,20251002
subject_19,low,true_word,plant,1,409.9103846530643,2023.2.3,20251002
subject_19,low,true_word,smile,1,427.211433670104,2023.2.3,20251002
subject_19,low,pseudoword,clembid,1,498.1255918120248,2023.2.3,20251002
subject_19,low,true_word,chair,1,428.6521900527109,2023.2.3,20251002
subject_20,high,non_word,krsf,1,342.5791058000926,2023.2.3,20251002
subject_20,high,non_word,xzjhx,0,321.465932631609,2023.2.3,20251002
subject_20,high,true_word,cloud,1,183.90558278176,2023.2.3,20251002
subject_20,high,pseudoword,clembid,1,275.48935654450526,2023.2.3,20251002
subject_20,high,true_word,chair,1,193.88213022307528,2023.2.3,20251002
subject_20,high,true_word,chair,1,163.65055404938545,2023.2.3,20251002
subject_20,high,true_word,cloud,1,174.06913420199598,2023.2.3,20251002
subject_20,high,pseudoword,sprentle,1,259.5920127737169,2023.2.3,20251002
subject_20,high,non_word,pxzb,1,348.3307225170404,2023.2.3,20251002
subject_20,high,true_word,house,1,197.58255561843464,2023.2.3,20251002
subject_20,high,pseudoword,plenimate,1,273.05657425544825,2023.2.3,20251002
subject_20,high,pseudoword,stroof,1,242.73462580962226,2023.2.3,20251002
subject_20,high,true_word,music,1,180.30717655451386,2023.2.3,20251002
subject_20,high,non_word,xtfbf,1,341.1283408196364,2023.2.3,20251002
subject_20,high,pseudoword,stroof,1,262.9444053803016,2023.2.3,20251002
subject_20,high,non_word,xtfbf,1,320.71819219333145,2023.2.3,20251002
subject_20,high,true_word,river,1,195.51180672163255,2023.2.3,20251002
subject_20,high,pseudoword,clembid,0,240.41032188854166,2023.2.3,20251002
subject_20,high,pseudoword,flicket,1,250.60303980410382,2023.2.3,20251002
subject_20,high,pseudoword,drangle,1,260.09823131228427,2023.2.3,20251002
subject_20,high,non_word,xkrskm,1,325.7300538687075,2023.2.3,20251002
subject_20,high,pseudoword,tremion,1,243.4813703085863,2023.2.3,20251002
subject_20,high,non_word,qhxfs,0,328.4438276048298,2023.2.3,20251002
subject_20,high,true_word,table,1,198.37634964732865,2023.2.3,20251002
subject_20,high,true_word,plant,1,180.29850714923492,2023.2.3,20251002
subject_20,high,true_word,bread,1,180.20181134188218,2023.2.3,20251002
subject_20,high,non_word,txp,1,340.5668365232812,2023.2.3,20251002
subject_20,high,pseudoword,glorp,1,269.37423309850686,2023.2.3,20251002
subject_20,high,true_word,apple,1,176.93099547378148,2023.2.3,20251002
subject_20,high,non_word,xzjhx,1,354.0610384975615,2023.2.3,20251002
subject_20,high,non_word,zmdd,1,345.3396312788034,2023.2.3,20251002
subject_20,high,pseudoword,drangle,1,246.17327924712538,2023.2.3,20251002
subject_20,high,true_word,smile,1,163.93073348089393,2023.2.3,20251002
subject_20,high,pseudoword,plenimate,1,278.96396713693,2023.2.3,20251002
subject_20,high,pseudoword,tremion,1,266.07369017672806,2023.2.3,20251002
subject_20,high,true_word,plant,1,199.6779523846384,2023.2.3,20251002
subject_20,high,pseudoword,noment,1,252.84989957839477,2023.2.3,20251002
subject_20,high,non_word,krsf,1,358.1467196299308,2023.2.3,20251002
subject_20,high,pseudoword,squank,1,263.7124666665393,2023.2.3,20251002
subject_20,high,non_word,qrn,1,359.2668859349737,2023.2.3,20251002
subject_20,high,non_word,pxzb,1,327.71352479205746,2023.2.3,20251002
subject_20,high,true_word,apple,1,195.47909187851627,2023.2.3,20251002
subject_20,high,pseudoword,flicket,1,252.8852104907682,2023.2.3,20251002
subject_20,high,non_word,zmdd,1,336.96603731915894,2023.2.3,20251002
subject_20,high,pseudoword,squank,1,240.43033632889356,2023.2.3,20251002
subject_20,high,non_word,qrn,1,336.2955135365628,2023.2.3,20251002
subject_20,high,pseudoword,sprentle,1,264.7878792601484,2023.2.3,20251002
subject_20,high,non_word,tdytt,1,359.9358979330889,2023.2.3,20251002
subject_20,high,true_word,table,1,180.39327476424955,2023.2.3,20251002
subject_20,high,true_word,music,1,198.14727720713987,2023.2.3,20251002
subject_20,high,true_word,house,1,195.57782429102326,2023.2.3,20251002
subject_20,high,non_word,txp,1,330.56003565974345,2023.2.3,20251002
subject_20,high,true_word,bread,1,172.10504225752697,2023.2.3,20251002
subject_20,high,non_word,qhxfs,0,327.9596495520917,2023.2.3,20251002
subject_20,high,non_word,tdytt,1,342.28604806235353,2023.2.3,20251002
subject_20,high,non_word,xkrskm,1,341.6752786511652,2023.2.3,20251002
subject_20,high,true_word,river,1,168.06994338492672,2023.2.3,20251002
subject_20,high,pseudoword,glorp,1,266.3602437427582,2023.2.3,20251002
subject_20,high,true_word,smile,1,192.00954046503898,2023.2.3,20251002
subject_20,high,pseudoword,noment,0,249.76115686613474,2023.2.3,20251002
subject_21,low,true_word,apple,0,426.5233711905758,2023.2.3,20251002
subject_21,low,non_word,krsf,1,560.83881912401,2023.2.3,20251002
subject_21,low,pseudoword,stroof,0,508.1495774562148,2023.2.3,20251002
subject_21,low,true_word,river,0,439.6031942532138,2023.2.3,20251002
subject_21,low,true_word,chair,1,414.31332872122715,2023.2.3,20251002
subject_21,low,true_word,cloud,1,430.0266834373325,2023.2.3,20251002
subject_21,low,true_word,smile,1,412.68627961047264,2023.2.3,20251002
subject_21,low,true_word,smile,1,401.2402023242942,2023.2.3,20251002
subject_21,low,pseudoword,sprentle,1,503.55059282521194,2023.2.3,20251002
subject_21,low,true_word,table,1,421.74202159673393,2023.2.3,20251002
subject_21,low,non_word,xkrskm,1,561.4679530178647,2023.2.3,20251002
subject_21,low,pseudoword,tremion,1,506.8070337051397,2023.2.3,20251002
subject_21,low,true_word,plant,1,409.9184755500247,2023.2.3,20251002
subject_21,low,pseudoword,drangle,1,498.00869615099333,2023.2.3,20251002
subject_21,low,non_word,qrn,1,581.2944698243879,2023.2.3,20251002
subject_21,low,non_word,tdytt,1,569.2388963066028,2023.2.3,20251002
subject_21,low,non_word,txp,1,571.8882051690381,2023.2.3,20251002
subject_21,low,pseudoword,drangle,1,517.0674749500745,2023.2.3,20251002
subject_21,low,pseudoword,flicket,1,515.394549636881,2023.2.3,20251002
subject_21,low,pseudoword,sprentle,1,509.25463469009844,2023.2.3,20251002
subject_21,low,true_word,apple,1,416.8552562631313,2023.2.3,20251002
subject_21,low,non_word,qhxfs,1,568.2624546839019,2023.2.3,20251002
subject_21,low,true_word,river,1,411.51844635594506,2023.2.3,20251002
subject_21,low,pseudoword,squank,1,512.3670884566332,2023.2.3,20251002
subject_21,low,pseudoword,noment,0,497.6482851515889,2023.2.3,20251002
subject_21,low,non_word,xtfbf,1,560.9186490315574,2023.2.3,20251002
subject_21,low,non_word,pxzb,1,581.231436139551,2023.2.3,20251002
subject_21,low,pseudoword,glorp,1,499.5844480974627,2023.2.3,20251002
subject_21,low,pseudoword,clembid,1,481.5513625690002,2023.2.3,20251002
subject_21,low,pseudoword,glorp,1,507.1057626667406,2023.2.3,20251002
subject_21,low,non_word,xzjhx,1,599.9667518932664,2023.2.3,20251002
subject_21,low,non_word,xtfbf,1,582.7752803085082,2023.2.3,20251002
subject_21,low,non_word,zmdd,1,577.9835822863301,2023.2.3,20251002
subject_21,low,true_word,house,1,409.3486870462817,2023.2.3,20251002
subject_21,low,true_word,house,0,412.06762567310477,2023.2.3,20251002
subject_21,low,non_word,qhxfs,1,596.7396883470122,2023.2.3,20251002
subject_21,low,true_word,cloud,1,432.11057396745326,2023.2.3,20251002
subject_21,low,pseudoword,flicket,1,509.2173521953925,2023.2.3,20251002
subject_21,low,non_word,pxzb,1,589.6461109395934,2023.2.3,20251002
subject_21,low,non_word,krsf,1,565.0027074409991,2023.2.3,20251002
subject_21,low,true_word,table,0,430.31987373947203,2023.2.3,20251002
subject_21,low,true_word,chair,1,423.69202099218217,2023.2.3,20251002
subject_21,low,pseudoword,noment,1,494.40970713900634,2023.2.3,20251002
subject_21,low,non_word,qrn,1,587.3116114379926,2023.2.3,20251002
subject_21,low,non_word,xkrskm,1,587.6912772007299,2023.2.3,20251002
subject_21,low,non_word,txp,1,561.6165739136536,2023.2.3,20251002
subject_21,low,pseudoword,squank,1,484.07669825242505,2023.2.3,20251002
subject_21,low,pseudoword,clembid,1,510.69880438382035,2023.2.3,20251002
subject_21,low,non_word,xzjhx,1,586.3817615393722,2023.2.3,20251002
subject_21,low,pseudoword,plenimate,1,506.69918944800935,2023.2.3,20251002
subject_21,low,true_word,bread,1,419.33738045209344,2023.2.3,20251002
subject_21,low,pseudoword,stroof,0,511.1579540703998,2023.2.3,20251002
subject_21,low,non_word,zmdd,1,578.4409517323866,2023.2.3,20251002
subject_21,low,true_word,plant,1,437.69943114354544,2023.2.3,20251002
subject_21,low,pseudoword,tremion,1,506.9884910604858,2023.2.3,20251002
subject_21,low,true_word,music,1,408.22347510550674,2023.2.3,20251002
subject_21,low,pseudoword,plenimate,1,507.85540439423545,2023.2.3,20251002
subject_21,low,non_word,tdytt,1,584.3683387004976,2023.2.3,20251002
subject_21,low,true_word,music,0,400.6743494799698,2023.2.3,20251002
subject_21,low,true_word,bread,1,434.3311571578749,2023.2.3,20251002
subject_22,high,true_word,smile,1,170.05902399351731,2023.2.3,20251002
subject_22,high,non_word,zmdd,1,354.2799763757022,2023.2.3,20251002
subject_22,high,non_word,xkrskm,1,329.01558546570936,2023.2.3,20251002
subject_22,high,non_word,zmdd,1,358.5761388385039,2023.2.3,20251002
subject_22,high,pseudoword,tremion,1,259.3866704337948,2023.2.3,20251002
subject_22,high,pseudoword,squank,0,246.930799314841,2023.2.3,20251002
subject_22,high,pseudoword,noment,0,268.8197822325045,2023.2.3,20251002
subject_22,high,non_word,krsf,1,330.0079551164469,2023.2.3,20251002
subject_22,high,pseudoword,drangle,1,244.60170889661956,2023.2.3,20251002
subject_22,high,non_word,xtfbf,0,354.28140735063846,2023.2.3,20251002
subject_22,high,true_word,apple,1,186.0698082478231,2023.2.3,20251002
subject_22,high,true_word,bread,1,162.15131205020964,2023.2.3,20251002
subject_22,high,pseudoword,tremion,1,249.43878493036567,2023.2.3,20251002
subject_22,high,non_word,tdytt,1,350.0021055476617,2023.2.3,20251002
subject_22,high,non_word,xzjhx,1,348.93643264505226,2023.2.3,20251002
subject_22,high,true_word,chair,1,181.9804258665317,2023.2.3,20251002
subject_22,high,pseudoword,stroof,0,279.20254677644414,2023.2.3,20251002
subject_22,high,non_word,krsf,1,325.83835307330537,2023.2.3,20251002
subject_22,high,pseudoword,flicket,1,243.09289286354309,2023.2.3,20251002
subject_22,high,pseudoword,drangle,0,257.06339337938806,2023.2.3,20251002
subject_22,high,true_word,cloud,1,199.74654612821348,2023.2.3,20251002
subject_22,high,non_word,pxzb,1,342.57875793472135,2023.2.3,20251002
subject_22,high,pseudoword,stroof,0,275.18457350209303,2023.2.3,20251002
subject_22,high,true_word,river,0,186.81146902036335,2023.2.3,20251002
subject_22,high,pseudoword,clembid,1,275.35190869658646,2023.2.3,20251002
subject_22,high,true_word,music,1,189.64282254505514,2023.2.3,20251002
subject_22,high,true_word,table,0,191.37556032412837,2023.2.3,20251002
subject_22,high,true_word,table,1,191.97491494720327,2023.2.3,20251002
subject_22,high,pseudoword,noment,1,271.3947636163625,2023.2.3,20251002
subject_22,high,true_word,plant,1,178.771199978393,2023.2.3,20251002
subject_22,high,pseudoword,glorp,1,256.13543584362714,2023.2.3,20251002
subject_22,high,pseudoword,sprentle,1,240.90004497389876,2023.2.3,20251002
subject_22,high,pseudoword,plenimate,1,275.96395634039095,2023.2.3,20251002
subject_22,high,pseudoword,plenimate,1,265.9640990691042,2023.2.3,20251002
subject_22,high,pseudoword,flicket,1,271.18532307567864,2023.2.3,20251002
subject_22,high,pseudoword,glorp,1,255.46169845830755,2023.2.3,20251002
subject_22,high,non_word,qhxfs,1,343.2072723567434,2023.2.3,20251002
subject_22,high,non_word,txp,1,328.04613983622903,2023.2.3,20251002
subject_22,high,non_word,tdytt,1,339.60431556851177,2023.2.3,20251002
subject_22,high,true_word,apple,1,169.1321624235807,2023.2.3,20251002
subject_22,high,non_word,xtfbf,1,322.6482882988797,2023.2.3,20251002
subject_22,high,non_word,pxzb,0,324.29946233997055,2023.2.3,20251002
subject_22,high,pseudoword,clembid,1,275.42043062420345,2023.2.3,20251002
subject_22,high,true_word,house,1,174.92067630361447,2023.2.3,20251002
subject_22,high,non_word,xzjhx,1,322.2628139097547,2023.2.3,20251002
subject_22,high,true_word,music,0,175.3442164033171,2023.2.3,20251002
subject_22,high,pseudoword,squank,1,278.1940160727097,2023.2.3,20251002
subject_22,high,non_word,qhxfs,1,337.69490729015786,2023.2.3,20251002
subject_22,high,true_word,chair,1,174.75815178345562,2023.2.3,20251002
subject_22,high,pseudoword,sprentle,1,251.1931683350594,2023.2.3,20251002
subject_22,high,true_word,smile,1,177.90264506203053,2023.2.3,20251002
subject_22,high,non_word,qrn,1,325.442485209699,2023.2.3,20251002
subject_22,high,non_word,xkrskm,1,334.8605547211062,2023.2.3,20251002
subject_22,high,true_word,plant,1,178.23198413695604,2023.2.3,20251002
subject_22,high,non_word,txp,1,337.7778975012567,2023.2.3,20251002
